ACC_X,ACC_Y,ACC_Z,MAG_X,MAG_Y,MAG_Z, GYRO_Y,GYRO_X,GYRO_Z,COUNT
491.606689,-167.865707,755.395630,397.777771,35.555557,-380.000000,70.143509,332.026611,-56.422821,173
575.539551,-143.884888,503.597107,395.555542,44.444443,-370.000000,73.153656,329.576477,-50.752537,174
599.520386,-179.856110,455.635468,404.444458,68.888885,-367.500000,74.553726,321.876099,-41.862095,175
695.443604,-191.846512,263.788971,404.444458,71.111115,-352.500000,77.983902,309.835510,-29.681484,176
707.434021,-203.836914,227.817734,406.666656,86.666664,-350.000000,81.834091,295.064758,-12.460623,177
767.386047,-263.788971,167.865707,404.444458,86.666664,-337.500000,83.794189,280.644043,6.440322,178
731.414856,-335.731415,167.865707,411.111115,95.555557,-337.500000,83.164162,265.103271,25.341267,179
647.481995,-431.654663,191.846512,411.111115,97.777779,-327.500000,77.563881,249.072449,41.932098,180
623.501160,-455.635468,191.846512,415.555542,106.666664,-325.000000,71.123558,234.161713,59.502975,181
575.539551,-647.481995,215.827332,417.777771,104.444443,-320.000000,68.393417,214.420731,79.453972,182
503.597107,-683.453186,239.808136,417.777771,108.888885,-312.500000,64.123207,192.299622,93.524673,183
431.654663,-839.328491,311.750580,426.666656,108.888885,-302.500000,51.872593,172.278610,101.505074,184
395.683441,-827.338074,263.788971,431.111115,115.555557,-305.000000,43.122158,163.528183,103.395172,185
311.750580,-815.347656,215.827332,431.111115,106.666664,-300.000000,20.931047,146.447327,105.215263,186
299.760193,-827.338074,215.827332,437.777771,115.555557,-302.500000,-9.170459,126.636330,104.585228,187
359.712219,-815.347656,119.904068,435.555542,102.222221,-295.000000,-38.011902,98.424919,105.705284,188
335.731415,-743.405273,155.875290,437.777771,113.333336,-302.500000,-58.102905,65.103256,114.455727,189
311.750580,-767.386047,71.942444,442.222229,104.444443,-297.500000,-75.743790,42.842144,124.116211,190
239.808136,-779.376465,107.913666,437.777771,100.000000,-305.000000,-92.124611,22.611132,136.576828,191
95.923256,-839.328491,119.904068,435.555542,91.111115,-310.000000,-102.625130,8.330417,148.757446,192
107.913666,-875.299744,107.913666,437.777771,95.555557,-320.000000,-107.385368,5.950297,158.627930,193
0.000000,-911.270935,23.980814,435.555542,82.222221,-315.000000,-106.475327,8.610431,166.328323,194
11.990407,-935.251770,11.990407,437.777771,80.000000,-327.500000,-104.445221,12.180609,172.208618,195
-23.980814,-911.270935,-47.961628,431.111115,73.333336,-327.500000,-104.725235,12.250612,179.138962,196
-11.990407,-935.251770,-11.990407,440.000000,68.888885,-332.500000,-105.355270,11.970598,186.349319,197
71.942444,-935.251770,47.961628,435.555542,57.777779,-332.500000,-105.915298,11.690584,190.549530,198
83.932854,-899.280518,0.000000,435.555542,55.555557,-340.000000,-105.635284,12.110605,199.089951,199
71.942444,-815.347656,-119.904068,437.777771,53.333332,-347.500000,-104.375221,12.110605,210.220520,200
119.904068,-779.376465,-179.856110,437.777771,37.777779,-352.500000,-106.545326,9.240462,222.191116,201
119.904068,-671.462830,-287.769775,433.333344,26.666666,-355.000000,-116.905846,-2.800140,233.041656,202
