0;12487.99
0;12486.89
0;12487.46
0;12487.45
0;12484.07
0;12487.86
0;12483.69
0;12485.47
0;12485.74
0;12487.14
0;12485.41
0;12485.32
0;12482.80
0;12486.90
0;12482.54
0;12485.72
0;12485.24
0;12483.34
0;12487.35
0;12483.16
0;12486.52
0;12485.30
0;12483.47
0;12487.18
0;12486.26
0;12484.56
0;12483.51
0;12486.87
0;12482.59
0;12486.37
0;12484.34
0;12483.77
0;12486.71
0;12482.35
0;12486.41
0;12483.81
0;12483.73
0;12486.33
0;12481.89
0;12486.27
0;12483.37
0;12483.87
0;12486.13
0;12486.40
0;12483.11
0;12484.04
0;12485.85
0;12482.07
0;12486.60
0;12482.80
0;12484.44
0;12485.85
0;12482.15
0;12486.57
0;12482.45
0;12484.50
0;12485.39
0;12482.38
0;12482.66
0;12485.09
0;12485.28
0;12482.42
0;12486.86
0;12482.50
0;12485.67
0;12485.49
0;12483.52
