9354344;0.00
9374148;0.00
9387102;0.00
9400056;0.00
9413016;0.00
9425976;0.00
9438925;0.00
9451885;0.00
9464832;0.00
9477783;0.00
9490732;0.00
9503686;0.00
9516640;0.00
9529620;0.00
9542571;0.00
9555529;0.00
9568490;0.00
9581450;0.00
9594401;0.00
9607359;0.00
9620326;0.00
9633282;0.00
9646237;0.00
9659187;0.00
9672138;0.00
9685085;0.00
9698039;0.00
9711003;0.00
9723950;0.00
9736908;0.00
9749862;0.00
9762831;0.00
9775789;0.00
9788742;0.00
9801687;0.00
9814656;0.00
9827623;0.00
9842845;0.00
9855799;0.00
9868772;0.00
9881733;0.00
9894680;0.00
9907633;0.00
9920587;0.00
9933551;0.00
9946500;0.00
9959443;0.00
9972390;0.00
9985348;0.00
9998299;0.00
10011327;0.00
10024370;0.00
10054474;0.00
10067878;0.00
10080904;0.00
10093923;0.00
10106968;0.00
10119981;0.00
10133002;0.00
10146035;0.00
10159062;0.00
10172079;0.00
10185105;0.00
10198146;0.00
10211176;0.00
10224204;0.00
10237227;0.00
10250264;0.00
10263288;0.00
10276317;0.00
10289343;0.00
10302360;0.00
10317654;0.00
10330662;0.00
10343692;0.00
10356742;0.00
10369769;0.00
10382800;0.00
10395825;0.00
10408838;0.00
10421874;0.00
10434896;0.00
10447930;0.00
10460987;0.00
10474008;0.00
10487030;0.00
10500060;0.08
10513465;0.07
10526494;0.23
10539897;0.52
10553319;0.82
10566745;0.82
10579771;1.23
10593151;1.20
10606185;1.38
10619508;1.43
10632831;1.35
10645865;1.30
10658892;1.07
10671925;1.07
10684964;1.07
10697988;1.31
10711047;1.38
10724077;1.30
10737135;1.23
10750172;1.15
10765486;1.04
10778526;0.84
10791549;0.69
10804579;0.69
10817599;0.77
10830619;0.84
10843653;0.84
10856681;1.38
10877333;2.28
10900671;2.44
10914011;1.57
10927046;0.92
10940078;0.08
10953113;-0.08
10966145;0.15
10979182;0.23
10992216;0.15
11005209;-0.08
11018191;0.00
11031170;0.00
11044150;0.00
11057154;0.00
11070144;0.00
11083139;0.00
11096125;0.00
11109111;0.00
11122082;0.00
11135070;0.00
11148052;0.00
11161042;0.00
11174023;0.00
11187007;0.00
11199988;0.00
11212970;0.00
11228225;0.00
11241208;0.00
11254232;0.00
11267225;0.00
11280213;0.00
11293214;0.00
11306204;0.00
11319212;0.00
11332201;0.00
11345204;0.00
11358212;0.00
11371189;0.00
11384179;0.00
11397170;0.00
11410160;0.00
11423146;0.00
11436135;0.00
11449134;0.00
11462140;0.00
11475122;0.00
11488115;0.00
11501108;0.00
11514100;0.00
11527088;0.00
11540070;0.00
11553052;0.00
11566035;0.00
11579021;-0.08
11592005;0.00
11605035;0.08
11618034;0.23
11631017;0.23
11643996;0.39
11656987;0.54
11672241;0.59
11685233;0.69
11698229;1.08
11728946;1.30
11742324;1.20
11755311;0.85
11768304;0.54
11781296;0.23
11794285;0.00
11807272;0.46
11820253;1.85
11833252;0.00
11846242;0.08
11859237;-0.15
11872233;-0.08
11885224;0.00
11898214;0.38
11911205;0.62
11924202;0.85
11937195;1.15
11950193;1.23
11963189;1.00
11976170;0.85
11989160;0.92
12002156;1.00
12015155;0.62
12028158;0.46
12041163;0.46
12054162;0.62
12067170;0.92
12080179;1.15
12093208;1.46
12106215;1.77
12119222;1.92
12134502;1.96
12147505;1.77
12160506;1.69
12173518;1.84
12186524;1.92
12199534;1.84
12212540;1.69
12225555;1.46
12238556;1.31
12251573;1.31
12264586;1.46
12277585;1.00
12290596;1.15
12303605;1.54
12316615;1.77
12329616;1.38
12342626;0.54
12355637;0.08
12368646;-0.08
12381661;-0.15
12394671;0.08
12407681;0.00
12420699;-0.08
12433719;0.00
12446731;0.00
12459729;0.08
12472731;0.00
12485727;0.00
12498729;0.00
12511773;0.00
12524773;0.00
12537779;0.00
12567988;0.00
12581384;0.00
12596654;0.00
12609654;0.00
12622655;0.00
12635664;0.00
12648670;0.00
12661672;0.00
12674667;0.00
12687661;0.00
12700669;0.00
12713678;0.00
12726695;0.00
12739715;0.00
12752715;0.00
12765723;0.00
12778734;0.08
12791742;0.00
12804756;0.00
12817760;0.00
12830768;-0.08
12843769;0.00
12856773;0.00
12869777;0.15
12882789;0.54
12895804;0.61
12908818;0.54
12921832;0.46
12934862;0.54
12947879;1.00
12960918;1.38
12973932;1.54
12986966;2.22
12999988;3.84
13013346;5.02
13026736;4.41
13047860;3.12
13062218;2.37
13076551;2.44
13090881;2.37
13105209;1.95
13119555;1.67
13133904;1.05
13148246;1.53
13162590;1.74
13176926;2.44
13191262;2.65
13205604;2.30
13219938;2.02
13238462;0.81
13252798;-0.35
13267143;0.00
13281471;0.00
13295835;0.00
13310160;0.00
13324501;0.00
13338826;0.00
13353154;0.00
13367485;0.00
13381805;0.00
13396134;0.00
13418078;0.00
13442794;0.00
13457116;0.00
13471429;0.00
13485754;0.00
13500091;0.00
13514416;0.00
13528740;0.00
13543064;0.00
13559655;0.00
13573979;0.00
13588321;0.00
13602645;0.00
13616978;0.00
13631294;0.00
13645622;0.00
13659956;0.00
13674284;0.00
13688606;0.00
13702920;0.00
13717242;0.00
13731559;0.00
13745883;0.00
13760208;0.00
13774534;0.00
13788859;0.00
13803192;0.00
13817521;0.00
13831876;0.00
13846198;0.00
13860513;0.00
13874851;0.00
13889197;0.00
13903522;0.00
13917846;0.00
13932179;0.00
13946503;0.00
13960832;0.00
13975172;0.00
13989501;0.00
14003824;0.00
14018161;0.00
14032480;0.00
14046804;0.00
14059819;0.00
14074149;0.00
14088462;0.00
14102786;0.00
14117116;0.00
14131439;0.00
14145772;0.00
14160102;0.00
14174428;0.00
14188749;0.00
14203066;0.00
14217403;0.00
14231729;0.00
14246045;0.00
14260364;0.00
14274675;0.00
14289001;0.00
14303344;0.00
14317668;0.00
14339630;0.00
14364633;0.00
14378960;0.00
14393286;0.00
14407614;0.00
14421944;0.00
14436268;0.00
14450572;0.00
14464887;0.00
14479210;0.00
14493523;0.00
14507860;0.00
14522190;0.00
14536510;0.00
14550845;0.00
