66301;-0.00
109084;0.00
145272;-0.00
181674;-0.00
217814;-0.00
254182;-0.00
290317;-0.00
326435;-0.00
362589;-0.00
398766;-0.00
435176;-0.00
471589;-0.00
507730;-0.00
543854;-0.00
579992;-0.00
616367;-0.00
652529;-0.00
688697;-0.00
724869;-0.00
761274;-0.00
797680;-0.00
833801;-0.00
869930;-0.00
906067;-0.00
942227;-0.00
978631;-0.00
1014800;-0.00
1051217;-0.00
1087361;-0.00
1123499;-0.00
1159989;-0.00
1196129;-0.00
1232286;-0.00
1268451;-0.00
1304640;-0.00
1341415;-0.00
1377543;-0.00
1412424;-0.00
1448742;-0.00
1485053;-0.00
1521758;-0.00
1558123;-0.00
1594504;-0.00
1631102;-0.00
1667443;-0.00
1704124;-0.00
1740453;-0.00
1776768;-0.00
1813110;-0.00
1849473;-0.00
1886211;-0.00
1922815;-0.00
1959160;-0.00
1995475;-0.00
2031788;-0.00
2068435;-0.00
2104780;-0.00
2141145;-0.00
2177517;-0.00
2214116;-0.00
2250791;-0.00
2287122;-0.00
2323443;-0.00
2359762;-0.00
2396110;-0.00
2432800;-0.00
2469171;-0.00
2505775;-0.00
2542118;0.00
2578524;0.00
2615160;0.00
2653754;0.00
2690102;0.00
2726477;0.00
2762850;0.00
2799775;0.00
2836086;0.00
2872414;0.00
2908729;0.00
2945031;0.00
2981715;0.00
3018098;0.00
3054473;0.00
3091064;0.00
3127399;0.00
3164204;0.00
3200599;0.00
3236920;0.00
3273296;0.00
3309672;0.00
3346453;0.00
3383068;0.00
3419380;0.00
3455780;0.00
3492099;0.00
3528818;0.00
3565184;-2.18
3601609;-2.16
3638032;2.18
3674680;-4.27
3711450;-25.52
3747848;-58.38
3784272;-79.14
3820700;-94.00
3857177;-117.75
3894093;-135.32
3933098;-111.52
3969555;-100.32
4005983;-114.64
4042440;-223.42
4086707;-2.21
4123189;-236.59
4159677;-200.62
4196179;-174.76
4232915;-198.69
4269819;-213.74
4306247;-142.00
4342732;-4.16
4379102;0.00
4415457;0.00
4454030;0.00
4490421;0.00
4527027;0.00
4563366;0.00
4599675;0.00
4636409;0.00
4672726;0.00
4709089;0.00
4745461;0.00
4781833;0.00
4818845;0.00
4855193;0.00
4891512;0.00
4927903;0.00
4964308;0.00
5001048;0.00
5037415;0.00
5073789;0.00
5110399;0.00
5146740;0.00
5185736;1.68
5222101;-1.80
5258479;1.76
5294898;1.80
5331426;48.97
5369282;149.48
5406007;143.03
5442398;33.99
5478874;57.06
5515406;180.37
5553499;192.61
5589964;149.82
5626445;81.72
5662918;81.51
5699611;78.09
5736426;92.86
5772923;82.18
5809339;70.07
5845754;90.69
5882216;122.70
5919207;134.06
5955704;151.91
5992423;128.89
6028852;125.44
6065279;123.32
6102169;73.88
6138567;5.51
6174985;0.00
6211363;0.00
6247743;0.00
6284827;0.00
6321145;0.00
6357457;0.00
6393783;0.00
6430113;0.00
6469223;0.00
6505593;0.00
6542201;0.00
6578539;0.00
6615016;0.00
6651960;0.00
6688284;-3.70
6724772;-33.15
6761256;-73.69
6797735;-79.09
6834922;-96.53
6871393;-106.15
6907818;-124.44
6944272;-158.67
6980738;-192.98
7017700;-187.37
7054205;-163.35
