ACC_X,ACC_Y,ACC_Z,MAG_X,MAG_Y,MAG_Z, GYRO_Y,GYRO_X,GYRO_Z,COUNT
11.990407,23.980814,731.414856,560.000000,-853.333313,-1030.000000,-9.240462,5.180259,-9.450473,0
-47.961628,0.000000,983.213379,228.888885,-355.555542,-420.000000,-11.900595,6.230311,-11.340568,1
-23.980814,11.990407,959.232544,228.888885,-353.333344,-422.500000,-11.760588,5.950297,-11.480575,2
-23.980814,-47.961628,983.213379,228.888885,-355.555542,-420.000000,-11.830591,6.020301,-11.550578,3
0.000000,11.990407,971.222961,224.444443,-351.111115,-420.000000,-11.900595,6.090304,-11.550578,4
0.000000,47.961628,935.251770,226.666672,-357.777771,-420.000000,-11.760588,6.020301,-11.410571,5
0.000000,23.980814,947.242188,226.666672,-348.888885,-422.500000,-11.690584,6.160308,-11.270564,6
-23.980814,23.980814,935.251770,226.666672,-357.777771,-417.500000,-11.830591,5.950297,-11.060554,7
-23.980814,35.971222,911.270935,231.111115,-348.888885,-425.000000,-11.550578,5.950297,-10.640532,8
-11.990407,11.990407,911.270935,228.888885,-355.555542,-417.500000,-11.550578,5.740287,-10.990550,9
0.000000,-47.961628,983.213379,226.666672,-355.555542,-422.500000,-11.900595,6.020301,-11.200561,10
0.000000,-11.990407,947.242188,228.888885,-357.777771,-415.000000,-11.480575,6.160308,-10.640532,11
-47.961628,0.000000,959.232544,226.666672,-353.333344,-420.000000,-10.710536,5.460273,-10.360518,12
-23.980814,11.990407,971.222961,228.888885,-355.555542,-420.000000,-10.360518,5.110256,-9.870494,13
-23.980814,23.980814,935.251770,231.111115,-348.888885,-425.000000,-9.800490,4.830242,-9.240462,14
0.000000,23.980814,935.251770,231.111115,-357.777771,-415.000000,-9.450473,4.830242,-9.030452,15
23.980814,0.000000,935.251770,231.111115,-351.111115,-420.000000,-8.120406,4.690235,-8.330417,16
11.990407,23.980814,935.251770,226.666672,-357.777771,-415.000000,-6.790339,4.130207,-7.350368,17
