ACC_X,ACC_Y,ACC_Z,MAG_X,MAG_Y,MAG_Z, GYRO_X,GYRO_Y,GYRO_Z,COUNT
59.952034,-11.990407,683.453186,-120.000000,93.333336,-485.000000,4.200210,-5.110256,-0.910046,506
71.942444,0.000000,719.424438,-117.777779,104.444443,-482.500000,5.180259,4.130207,-5.040252,507
83.932854,11.990407,779.376465,-117.777779,102.222221,-487.500000,16.100805,3.570179,-11.760588,508
47.961628,47.961628,935.251770,-117.777779,106.666664,-487.500000,24.081203,0.700035,-16.590830,509
11.990407,47.961628,983.213379,-117.777779,93.333336,-487.500000,36.891846,1.190060,-24.361217,510
-167.865707,-23.980814,1055.155884,-115.555557,108.888885,-485.000000,39.061954,9.660483,-27.511375,511
-167.865707,0.000000,1079.136597,-120.000000,93.333336,-490.000000,39.481976,15.330767,-27.301365,512
-215.827332,-47.961628,1103.117432,-113.333336,108.888885,-485.000000,37.801891,15.610781,-23.941196,513
-179.856110,-71.942444,1235.011963,-117.777779,95.555557,-490.000000,34.511726,11.200561,-17.010851,514
-59.952034,-35.971222,1438.848877,-113.333336,104.444443,-487.500000,51.102554,-25.271263,-18.690935,515
-59.952034,35.971222,1223.021484,-113.333336,100.000000,-495.000000,71.893593,-44.172211,-24.921246,516
-575.539551,-23.980814,1726.618652,-106.666664,104.444443,-492.500000,46.202312,-65.593277,-10.990550,517
-371.702637,-143.884888,1306.954346,-108.888885,86.666664,-497.500000,5.670284,-89.884499,16.310816,518
-311.750580,23.980814,1127.098267,-104.444443,95.555557,-495.000000,-15.540777,-100.245010,15.400770,519
-347.721802,0.000000,1091.127075,-106.666664,84.444443,-505.000000,15.400770,-91.914597,12.320616,520
-71.942444,71.942444,935.251770,-106.666664,88.888885,-500.000000,11.200561,-65.453270,14.910746,521
0.000000,11.990407,899.280518,-104.444443,80.000000,-505.000000,4.970249,-28.771439,9.310466,522
-47.961628,0.000000,815.347656,-102.222221,84.444443,-500.000000,9.940497,2.310116,-3.570179,523
-83.932854,47.961628,827.338074,-104.444443,82.222221,-502.500000,9.940497,29.891495,-9.870494,524
-191.846512,-23.980814,887.290100,-104.444443,93.333336,-500.000000,6.090304,49.842491,-10.290515,525
-131.894485,-23.980814,887.290100,-106.666664,86.666664,-500.000000,-3.360168,65.033249,-10.220511,526
-167.865707,0.000000,887.290100,-106.666664,95.555557,-495.000000,-20.721037,71.053551,-6.510325,527
-143.884888,-11.990407,863.309326,-106.666664,86.666664,-497.500000,-28.911446,77.633881,-2.800140,528
-191.846512,0.000000,863.309326,-104.444443,102.222221,-492.500000,-41.442074,75.533775,3.640182,529
-119.904068,0.000000,863.309326,-108.888885,97.777779,-495.000000,-52.152607,67.483376,7.280364,530
-47.961628,0.000000,1031.175049,-113.333336,104.444443,-487.500000,-57.822891,56.912846,9.800490,531
-83.932854,23.980814,1055.155884,-115.555557,100.000000,-487.500000,-55.092754,45.012253,6.090304,532
-167.865707,-23.980814,1055.155884,-108.888885,111.111115,-485.000000,-49.982498,26.041302,14.210711,533
-179.856110,-11.990407,1091.127075,-115.555557,97.777779,-490.000000,-43.052155,10.640532,12.180609,534
-191.846512,-23.980814,1103.117432,-111.111115,106.666664,-485.000000,-34.371719,-5.530277,11.900595,535
-179.856110,-11.990407,1139.088623,-115.555557,97.777779,-487.500000,-32.551628,-17.710886,12.250612,536
-191.846512,0.000000,1103.117432,-115.555557,108.888885,-485.000000,-32.201611,-22.681135,12.390619,537
-191.846512,0.000000,1103.117432,-117.777779,102.222221,-487.500000,-26.671333,-29.401470,11.200561,538
-191.846512,-47.961628,1103.117432,-111.111115,104.444443,-482.500000,-17.010851,-31.431572,9.870494,539
-179.856110,-11.990407,1127.098267,-115.555557,91.111115,-487.500000,-6.440322,-30.031502,7.560378,540
-167.865707,0.000000,1151.079102,-115.555557,104.444443,-487.500000,3.850193,-27.091354,5.880294,541
-155.875290,-11.990407,1187.050293,-117.777779,95.555557,-487.500000,13.930696,-24.991249,2.100105,542
-143.884888,-95.923256,1247.002319,-111.111115,102.222221,-487.500000,26.811340,-23.311165,-1.960098,543
-155.875290,-59.952034,1211.031128,-113.333336,93.333336,-490.000000,38.851944,-24.571228,-5.180259,544
-215.827332,-23.980814,1223.021484,-111.111115,97.777779,-487.500000,42.842144,-25.131256,-8.260413,545
-191.846512,-35.971222,1151.079102,-111.111115,97.777779,-490.000000,38.571930,-25.831291,-9.450473,546
-143.884888,-143.884888,1055.155884,-106.666664,100.000000,-490.000000,22.681135,-28.351418,-10.850543,547
-95.923256,-95.923256,1007.194214,-111.111115,82.222221,-492.500000,10.710536,-29.891495,-12.110605,548
-47.961628,-47.961628,959.232544,-104.444443,97.777779,-495.000000,6.300315,-27.511375,-15.890795,549
-35.971222,-167.865707,959.232544,-108.888885,84.444443,-497.500000,0.840042,-24.011200,-20.091005,550
-167.865707,23.980814,971.222961,-104.444443,97.777779,-495.000000,-7.560378,-19.530977,-21.981100,551
-95.923256,-35.971222,947.242188,-108.888885,84.444443,-500.000000,-18.200911,-16.450823,-20.511026,552
-191.846512,23.980814,1031.175049,-108.888885,93.333336,-497.500000,-25.761288,-15.260763,-15.190760,553
-167.865707,11.990407,1067.146240,-115.555557,84.444443,-500.000000,-30.381519,-11.970598,-9.520476,554
-215.827332,23.980814,1270.983154,-111.111115,91.111115,-497.500000,-29.471474,-8.820441,-5.530277,555
-191.846512,83.932854,1258.992798,-115.555557,80.000000,-497.500000,-17.500875,3.360168,-3.920196,556
-191.846512,23.980814,1223.021484,-108.888885,95.555557,-495.000000,-7.280364,8.750438,-0.070004,557
-179.856110,35.971222,1258.992798,-113.333336,77.777779,-497.500000,7.560378,1.330067,0.560028,558
-215.827332,71.942444,1247.002319,-108.888885,93.333336,-497.500000,26.041302,-8.470424,-1.120056,559
-191.846512,71.942444,1294.963989,-111.111115,86.666664,-497.500000,44.522228,-18.690935,-1.750087,560
-191.846512,71.942444,1318.944824,-106.666664,88.888885,-500.000000,53.062653,-24.851242,-1.470073,561
-167.865707,59.952034,1247.002319,-106.666664,80.000000,-500.000000,52.712635,-27.301365,1.190060,562
-119.904068,95.923256,1247.002319,-104.444443,86.666664,-497.500000,42.142109,-28.421421,3.570179,563
-71.942444,47.961628,1127.098267,-104.444443,80.000000,-505.000000,27.371368,-27.861393,5.250263,564
0.000000,0.000000,935.251770,-97.777779,88.888885,-505.000000,21.771090,-27.791389,6.230311,565
-47.961628,0.000000,947.242188,-102.222221,75.555557,-505.000000,14.910746,-30.311516,7.700385,566
-47.961628,23.980814,887.290100,-102.222221,86.666664,-502.500000,9.730487,-32.621632,8.190410,567
-47.961628,-11.990407,887.290100,-100.000000,80.000000,-505.000000,6.020301,-33.741688,8.330417,568
-119.904068,0.000000,1031.175049,-95.555557,86.666664,-507.500000,1.400070,-33.461674,8.960448,569
-131.894485,0.000000,1007.194214,-97.777779,68.888885,-505.000000,-3.430171,-31.641582,9.170459,570
-191.846512,0.000000,1031.175049,-93.333336,84.444443,-507.500000,-5.880294,-31.431572,9.380469,571
-167.865707,0.000000,1055.155884,-104.444443,71.111115,-510.000000,-6.370318,-32.131607,9.450473,572
-119.904068,23.980814,1079.136597,-97.777779,82.222221,-512.500000,-8.540427,-32.761639,9.310466,573
-143.884888,11.990407,1091.127075,-97.777779,66.666664,-512.500000,-9.310466,-32.411621,9.170459,574
-167.865707,71.942444,1055.155884,-95.555557,75.555557,-510.000000,-10.430522,-32.621632,7.350368,575
-167.865707,23.980814,1079.136597,-97.777779,73.333336,-512.500000,-8.960448,-33.811691,4.690235,576
-191.846512,47.961628,1127.098267,-97.777779,80.000000,-512.500000,-9.520476,-34.021702,3.430171,577
-263.788971,23.980814,1163.069458,-102.222221,60.000000,-517.500000,-7.560378,-31.011551,2.170109,578
-191.846512,23.980814,1151.079102,-93.333336,71.111115,-512.500000,-4.340217,-28.211411,-0.490025,579
-179.856110,47.961628,1175.059937,-102.222221,60.000000,-517.500000,0.280014,-27.791389,-4.130207,580
-167.865707,23.980814,1223.021484,-95.555557,77.777779,-517.500000,4.760238,-31.081554,-7.700385,581
-179.856110,35.971222,1247.002319,-97.777779,57.777779,-520.000000,2.380119,-36.611832,-7.770389,582
-191.846512,95.923256,1223.021484,-95.555557,64.444443,-515.000000,-1.890095,-38.921947,-7.140357,583
-191.846512,107.913666,1294.963989,-97.777779,55.555557,-522.500000,-12.250612,-43.332169,-5.530277,584
-179.856110,107.913666,1103.117432,-95.555557,66.666664,-517.500000,-25.551277,-45.922298,-5.180259,585
-191.846512,131.894485,1091.127075,-100.000000,51.111111,-522.500000,-41.232063,-44.592232,-6.930346,586
-167.865707,119.904068,1127.098267,-97.777779,64.444443,-520.000000,-58.452923,-40.532028,-9.100455,587
-167.865707,107.913666,1091.127075,-104.444443,48.888889,-525.000000,-73.083656,-36.261814,-10.430522,588
-191.846512,71.942444,1175.059937,-106.666664,60.000000,-522.500000,-79.593979,-34.931747,-11.060554,589
-167.865707,119.904068,1175.059937,-106.666664,53.333332,-522.500000,-80.644035,-34.791740,-10.920547,590
-143.884888,167.865707,1175.059937,-108.888885,53.333332,-520.000000,-81.834091,-33.671684,-10.080504,591
-47.961628,59.952034,1235.011963,-117.777779,44.444443,-525.000000,-87.294365,-31.851593,-15.820791,592
0.000000,119.904068,1247.002319,-117.777779,55.555557,-520.000000,-89.114456,-29.891495,-10.640532,593
-83.932854,143.884888,1258.992798,-122.222221,42.222221,-522.500000,-98.844940,-34.021702,0.140007,594
-119.904068,-71.942444,1247.002319,-126.666664,55.555557,-522.500000,-113.055656,-32.271614,-1.960098,595
-47.961628,47.961628,1258.992798,-131.111115,40.000000,-520.000000,-115.995804,-32.131607,2.660133,596
-119.904068,167.865707,1247.002319,-131.111115,48.888889,-515.000000,-127.196358,-31.221561,7.770389,597
-119.904068,143.884888,1270.983154,-137.777771,46.666668,-515.000000,-144.627228,-25.551277,3.430171,598
-167.865707,143.884888,1270.983154,-144.444443,51.111111,-515.000000,-161.358063,-19.810991,0.210010,599
-179.856110,155.875290,1258.992798,-153.333328,40.000000,-512.500000,-192.019608,-22.821142,7.490375,600
-839.328491,-1702.637817,839.328491,-157.777771,53.333332,-510.000000,-240.532028,-23.521175,21.491076,601
-203.836914,-59.952034,1187.050293,-166.666672,35.555557,-510.000000,-261.043060,-47.392368,46.552330,602
-143.884888,191.846512,1247.002319,-168.888885,48.888889,-505.000000,-315.715790,-50.122505,60.273014,603
-155.875290,215.827332,1127.098267,-186.666672,37.777779,-500.000000,-357.927887,-28.351418,60.413021,604
-167.865707,47.961628,1007.194214,-193.333328,42.222221,-490.000000,-390.969543,-29.191460,59.152958,605
-131.894485,143.884888,959.232544,-202.222229,44.444443,-490.000000,-424.711243,-45.572281,60.133007,606
-143.884888,47.961628,983.213379,-228.888885,48.888889,-470.000000,-481.064056,-67.203362,59.572979,607
11.990407,131.894485,983.213379,-244.444443,35.555557,-460.000000,-538.466919,-71.683586,61.813091,608
191.846512,167.865707,1031.175049,-253.333328,48.888889,-450.000000,-585.019287,-54.812740,73.433670,609
203.836914,119.904068,851.318909,-271.111115,37.777779,-442.500000,-625.691284,-29.331467,84.354218,610
215.827332,47.961628,911.270935,-284.444458,55.555557,-422.500000,-645.432251,-19.180960,87.784393,611
203.836914,47.961628,815.347656,-300.000000,44.444443,-407.500000,-703.185181,9.730487,92.754639,612
383.693024,143.884888,959.232544,-317.777771,53.333332,-387.500000,-784.459229,45.222263,103.255165,613
251.798553,179.856110,851.318909,-346.666656,60.000000,-332.500000,-903.325195,97.234863,121.246063,614
263.788971,71.942444,863.309326,-362.222229,80.000000,-290.000000,-1054.252686,157.227859,152.817642,615
323.740997,167.865707,551.558716,-377.777771,80.000000,-252.500000,-1226.111328,241.162064,207.560379,616
143.884888,47.961628,359.712219,-382.222229,106.666664,-202.500000,-1388.449463,306.195313,261.813080,617
-47.961628,-47.961628,131.894485,-388.888885,104.444443,-147.500000,-1572.768677,303.325165,294.154724,618
-155.875290,-167.865707,-191.846512,-382.222229,126.666664,-87.500000,-1717.815918,228.071411,311.095551,619
-959.232544,-191.846512,-131.894485,-375.555542,131.111115,-30.000000,-1768.288452,190.269516,309.065460,620
-1127.098267,-503.597107,-287.769775,-355.555542,144.444443,32.500000,-1873.363647,121.036057,308.505432,621
0.000000,-359.712219,-647.481995,-288.888885,151.111115,130.000000,-2005.670288,34.721737,321.246063,622
1366.906372,-503.597107,455.635468,-248.888885,171.111115,175.000000,-1904.305176,-42.282116,304.095215,623
1163.069458,59.952034,575.539551,-220.000000,166.666672,192.500000,-1461.113037,-79.523979,222.471130,624
23.980814,479.616272,1199.040771,-184.444443,177.777771,210.000000,-1075.813843,-104.445221,180.049011,625
-143.884888,419.664246,899.280518,-166.666672,171.111115,217.500000,-880.784058,-76.373817,146.657333,626
-167.865707,503.597107,335.731415,-142.222229,186.666672,225.000000,-824.851257,-76.233810,141.967102,627
-131.894485,491.606689,299.760193,-120.000000,184.444443,232.500000,-777.948914,-100.595032,143.157166,628
-119.904068,383.693024,119.904068,-73.333336,200.000000,237.500000,-735.526794,-110.745537,143.857193,629
-95.923256,383.693024,0.000000,-60.000000,188.888885,232.500000,-627.931396,-121.526077,143.647186,630
71.942444,191.846512,-407.673828,-40.000000,202.222229,235.000000,-523.346191,-115.155762,133.006653,631
143.884888,71.942444,-647.481995,-33.333332,195.555557,232.500000,-427.651398,-91.144562,112.355621,632
623.501160,-527.577942,-1366.906372,-15.555555,211.111115,230.000000,-356.877838,-54.812740,90.024506,633
947.242188,-71.942444,-1294.963989,-11.111111,195.555557,227.500000,-300.595032,-11.900595,66.503326,634
1127.098267,-479.616272,-1151.079102,2.222222,202.222229,230.000000,-280.714050,17.430872,62.163109,635
587.529968,-383.693024,-1139.088623,8.888889,200.000000,232.500000,-254.532730,57.822891,23.801189,636
503.597107,-407.673828,-1247.002319,24.444445,200.000000,232.500000,-299.194977,142.247116,-55.722786,637
563.549133,-371.702637,-1235.011963,26.666666,182.222229,240.000000,-357.087860,184.109207,-89.114456,638
647.481995,-263.788971,-1175.059937,37.777779,184.444443,247.500000,-394.679749,260.203003,-95.624779,639
719.424438,-287.769775,-1270.983154,40.000000,164.444443,255.000000,-504.235229,338.886963,-98.844940,640
1055.155884,-407.673828,-1774.580200,60.000000,162.222229,265.000000,-635.071777,403.920197,-59.432972,641
1055.155884,-755.395630,-2074.340332,77.777779,142.222229,265.000000,-683.444153,418.340912,17.010851,642
527.577942,-695.443604,-1702.637817,97.777779,135.555557,275.000000,-535.386780,348.267426,93.524673,643
-11.990407,-743.405273,-1810.551514,126.666664,111.111115,277.500000,-432.201630,303.815186,155.967804,644
-431.654663,-479.616272,-1726.618652,142.222229,111.111115,285.000000,-304.865234,248.442429,149.737488,645
-227.817734,-383.693024,-1570.743286,146.666672,91.111115,285.000000,-221.561081,188.099411,151.767593,646
-575.539551,-215.827332,-1366.906372,157.777771,102.222221,285.000000,-168.568436,158.137909,150.017502,647
-647.481995,-71.942444,-1187.050293,162.222229,80.000000,282.500000,-148.827438,151.417572,133.356674,648
-503.597107,-191.846512,-1270.983154,171.111115,88.888885,287.500000,-133.636688,135.736786,84.634232,649
-395.683441,-179.856110,-1139.088623,175.555557,80.000000,280.000000,-122.086105,101.155060,49.072453,650
-215.827332,-263.788971,-1294.963989,180.000000,73.333336,285.000000,-90.794540,55.092754,27.301365,651
-155.875290,-191.846512,-1258.992798,177.777771,68.888885,280.000000,-49.562477,16.170809,4.200210,652
-47.961628,-71.942444,-1175.059937,182.222229,77.777779,285.000000,0.560028,-10.640532,1.890095,653
71.942444,-23.980814,-1175.059937,175.555557,68.888885,282.500000,14.350718,-18.200911,-15.680784,654
95.923256,-143.884888,-1270.983154,180.000000,84.444443,287.500000,30.941547,-29.961498,-34.231712,655
131.894485,-143.884888,-1270.983154,177.777771,73.333336,285.000000,58.662933,-45.152260,-49.492474,656
71.942444,-215.827332,-1127.098267,173.333328,84.444443,287.500000,72.733635,-52.152607,-55.232761,657
287.769775,-143.884888,-1175.059937,166.666672,77.777779,285.000000,100.875046,-56.212811,-68.673431,658
335.731415,-119.904068,-1414.868042,160.000000,93.333336,287.500000,115.785789,-48.582428,-68.463425,659
155.875290,-47.961628,-1235.011963,153.333328,84.444443,285.000000,125.796288,-54.532726,-59.362968,660
527.577942,-191.846512,-1127.098267,146.666672,100.000000,292.500000,147.567383,-71.123558,-73.783691,661
455.635468,-215.827332,-1270.983154,142.222229,91.111115,282.500000,141.197067,-72.173607,-52.082603,662
0.000000,-143.884888,-1223.021484,135.555557,104.444443,287.500000,107.175362,-62.793140,-41.022053,663
23.980814,-167.865707,-1223.021484,128.888885,93.333336,285.000000,88.484428,-58.312916,-50.472523,664
47.961628,-167.865707,-1079.136597,126.666664,104.444443,292.500000,70.843544,-53.132656,-55.302765,665
119.904068,-179.856110,-1067.146240,124.444443,108.888885,290.000000,52.432621,-43.332169,-42.422123,666
119.904068,-119.904068,-1007.194214,124.444443,113.333336,287.500000,8.820441,-26.531326,-31.851593,667
155.875290,-95.923256,-863.309326,122.222221,102.222221,285.000000,-32.061604,-6.720336,-11.130557,668
215.827332,-119.904068,-695.443604,128.888885,113.333336,285.000000,-55.792789,10.990550,1.750087,669
215.827332,-131.894485,-743.405273,122.222221,100.000000,287.500000,-59.152958,21.281065,8.050403,670
239.808136,-95.923256,-815.347656,133.333328,111.111115,285.000000,-53.622681,19.670984,11.830591,671
227.817734,-59.952034,-707.434021,128.888885,100.000000,285.000000,-43.262165,6.650332,13.090654,672
191.846512,0.000000,-527.577942,135.555557,102.222221,285.000000,-31.781590,-4.760238,11.900595,673
131.894485,11.990407,-551.558716,131.111115,95.555557,282.500000,-18.550928,-3.850193,4.830242,674
23.980814,0.000000,-551.558716,137.777771,111.111115,290.000000,-10.920547,-2.100105,-10.220511,675
0.000000,0.000000,-563.549133,126.666664,97.777779,285.000000,-7.980399,3.710186,-15.890795,676
-47.961628,23.980814,-671.462830,133.333328,113.333336,287.500000,-7.980399,12.320616,-24.361217,677
-47.961628,23.980814,-647.481995,126.666664,97.777779,285.000000,-9.590480,21.491076,-31.221561,678
-143.884888,23.980814,-647.481995,133.333328,111.111115,290.000000,-12.740637,30.031502,-38.921947,679
-131.894485,35.971222,-659.472412,128.888885,104.444443,287.500000,-18.130907,37.521877,-47.742386,680
-191.846512,-47.961628,-695.443604,131.111115,104.444443,287.500000,-17.080854,45.712288,-57.752888,681
-155.875290,-23.980814,-755.395630,124.444443,97.777779,290.000000,-9.660483,49.142456,-69.373466,682
-23.980814,-23.980814,-983.213379,124.444443,104.444443,292.500000,-0.980049,50.822540,-76.653831,683
11.990407,-95.923256,-1055.155884,122.222221,93.333336,290.000000,3.990200,49.912495,-81.834091,684
167.865707,-47.961628,-1079.136597,124.444443,108.888885,295.000000,5.110256,46.132309,-80.574028,685
191.846512,-131.894485,-1151.079102,115.555557,93.333336,295.000000,7.560378,41.722088,-74.133705,686
263.788971,-167.865707,-1247.002319,120.000000,104.444443,295.000000,3.430171,32.761639,-63.423172,687
551.558716,-191.846512,-1294.963989,115.555557,97.777779,297.500000,12.110605,21.491076,-60.693035,688
767.386047,-215.827332,-1366.906372,113.333336,104.444443,295.000000,19.460974,20.791040,-49.002449,689
599.520386,-167.865707,-1223.021484,108.888885,91.111115,297.500000,17.780890,4.200210,-28.911446,690
407.673828,-95.923256,-1055.155884,111.111115,106.666664,300.000000,19.740988,-0.840042,-23.871193,691
407.673828,-143.884888,-1055.155884,106.666664,93.333336,300.000000,27.441372,-0.490025,-25.551277,692
479.616272,-167.865707,-959.232544,108.888885,104.444443,302.500000,32.621632,-7.350368,-12.390619,693
-563.549133,695.443604,155.875290,102.222221,93.333336,300.000000,30.871544,-11.060554,-0.210010,694
191.846512,-479.616272,-1294.963989,108.888885,100.000000,300.000000,-52.782639,87.364372,-20.091005,695
47.961628,-215.827332,-947.242188,108.888885,97.777779,300.000000,-17.010851,81.904099,-27.651382,696
-239.808136,0.000000,-551.558716,104.444443,100.000000,307.500000,1.260063,22.541128,-25.131256,697
-83.932854,-119.904068,-635.491577,100.000000,88.888885,305.000000,10.710536,41.232063,-39.901997,698
23.980814,-143.884888,-887.290100,104.444443,102.222221,307.500000,3.010150,41.162060,-31.431572,699
0.000000,-179.856110,-923.261353,102.222221,86.666664,302.500000,5.670284,16.940847,-23.171160,700
0.000000,-167.865707,-1079.136597,102.222221,97.777779,305.000000,1.890095,-8.120406,-18.340918,701
71.942444,-167.865707,-1235.011963,102.222221,86.666664,300.000000,-28.701435,-29.331467,-13.160658,702
191.846512,23.980814,-1007.194214,100.000000,93.333336,305.000000,-52.572628,-40.812042,-13.090654,703
311.750580,119.904068,-911.270935,104.444443,97.777779,300.000000,-81.554077,-49.492474,-10.780540,704
335.731415,47.961628,-911.270935,108.888885,104.444443,305.000000,-83.304169,-47.112354,-13.440672,705
335.731415,71.942444,-875.299744,108.888885,97.777779,300.000000,-80.224014,-40.882046,-12.390619,706
191.846512,0.000000,-863.309326,113.333336,108.888885,297.500000,-74.973747,-29.471474,-10.500525,707
263.788971,23.980814,-767.386047,113.333336,93.333336,297.500000,-70.073502,-17.290865,-6.300315,708
215.827332,119.904068,-575.539551,115.555557,106.666664,297.500000,-30.661533,5.530277,3.080154,709
227.817734,143.884888,-515.587524,115.555557,102.222221,297.500000,27.861393,23.591179,7.140357,710
191.846512,-23.980814,-527.577942,113.333336,104.444443,302.500000,47.182358,43.892197,-4.410221,711
119.904068,35.971222,-575.539551,106.666664,88.888885,300.000000,42.422123,46.692333,-13.860693,712
119.904068,-47.961628,-647.481995,108.888885,104.444443,307.500000,37.171860,49.562477,-17.500875,713
71.942444,-119.904068,-659.472412,104.444443,91.111115,302.500000,27.861393,43.892197,-18.970949,714
-95.923256,-191.846512,-671.462830,104.444443,102.222221,305.000000,22.051104,32.271614,-15.960798,715
-155.875290,-83.932854,-647.481995,102.222221,88.888885,302.500000,10.920547,23.801189,-17.570879,716
-191.846512,-143.884888,-599.520386,106.666664,104.444443,307.500000,-2.940147,23.101156,-21.631083,717
-179.856110,-131.894485,-635.491577,102.222221,95.555557,307.500000,-4.620231,18.970949,-23.521175,718
-143.884888,-167.865707,-671.462830,104.444443,100.000000,307.500000,-1.540077,8.470424,-20.231012,719
-119.904068,-179.856110,-695.443604,102.222221,86.666664,302.500000,6.090304,-2.870144,-21.001051,720
-167.865707,-143.884888,-839.328491,102.222221,102.222221,312.500000,14.770739,-13.790689,-24.081203,721
-23.980814,-131.894485,-875.299744,100.000000,88.888885,305.000000,15.820791,-20.091005,-24.991249,722
179.856110,-131.894485,-1079.136597,97.777779,100.000000,307.500000,10.290515,-34.231712,-20.091005,723
263.788971,-131.894485,-1115.107910,93.333336,91.111115,307.500000,-10.150508,-52.152607,-7.560378,724
431.654663,23.980814,-1103.117432,97.777779,100.000000,305.000000,-29.751488,-58.942947,5.810291,725
479.616272,-71.942444,-899.280518,100.000000,102.222221,302.500000,-44.312218,-62.303116,3.780189,726
455.635468,-23.980814,-959.232544,104.444443,111.111115,302.500000,-3.150157,-46.062305,15.120756,727
407.673828,95.923256,-971.222961,97.777779,100.000000,300.000000,23.941196,-33.671684,13.160658,728
287.769775,0.000000,-1199.040771,100.000000,113.333336,300.000000,39.131958,-20.301016,13.440672,729
359.712219,83.932854,-1175.059937,97.777779,97.777779,297.500000,12.460623,-27.021351,13.860693,730
287.769775,167.865707,-935.251770,100.000000,108.888885,297.500000,-8.330417,-28.841442,14.490725,731
215.827332,119.904068,-767.386047,97.777779,100.000000,297.500000,-37.661884,-18.130907,13.510675,732
23.980814,47.961628,-815.347656,102.222221,104.444443,297.500000,-19.180960,14.980749,9.870494,733
23.980814,23.980814,-791.366882,100.000000,100.000000,297.500000,-16.660833,37.311867,2.310116,734
-23.980814,0.000000,-623.501160,102.222221,111.111115,302.500000,-18.760939,46.902344,-8.540427,735
-23.980814,0.000000,-659.472412,100.000000,93.333336,300.000000,-14.350718,50.962547,-15.890795,736
-23.980814,0.000000,-719.424438,102.222221,108.888885,305.000000,-13.650682,50.682533,-22.611132,737
11.990407,-83.932854,-743.405273,100.000000,91.111115,302.500000,-17.850893,49.352467,-27.791389,738
95.923256,-47.961628,-791.366882,104.444443,104.444443,307.500000,-21.981100,45.922298,-28.841442,739
119.904068,-107.913666,-791.366882,100.000000,93.333336,302.500000,-22.331118,43.192162,-28.001400,740
119.904068,-191.846512,-863.309326,104.444443,93.333336,307.500000,-21.001051,34.301716,-25.691284,741
191.846512,-167.865707,-875.299744,97.777779,88.888885,302.500000,-17.290865,21.211061,-19.530977,742
239.808136,-119.904068,-887.290100,102.222221,97.777779,307.500000,-8.540427,2.590130,-10.710536,743
347.721802,0.000000,-863.309326,100.000000,88.888885,307.500000,-2.240112,-15.470774,1.330067,744
359.712219,-71.942444,-863.309326,104.444443,100.000000,307.500000,-2.660133,-27.441372,17.500875,745
275.779358,-47.961628,-863.309326,100.000000,91.111115,302.500000,8.540427,-35.771790,26.181309,746
191.846512,-47.961628,-911.270935,100.000000,104.444443,307.500000,24.011200,-34.931747,30.451523,747
203.836914,-11.990407,-959.232544,100.000000,97.777779,305.000000,27.931396,-29.611481,31.081554,748
167.865707,47.961628,-1031.175049,100.000000,104.444443,302.500000,13.440672,-24.221210,21.491076,749
179.856110,107.913666,-1031.175049,95.555557,91.111115,302.500000,-1.330067,-13.230661,12.530626,750
167.865707,47.961628,-1031.175049,102.222221,102.222221,305.000000,-22.331118,2.730137,7.560378,751
179.856110,11.990407,-983.213379,102.222221,93.333336,302.500000,-36.891846,17.920897,5.950297,752
23.980814,119.904068,-959.232544,102.222221,104.444443,302.500000,-44.662235,28.071404,3.430171,753
227.817734,-47.961628,-899.280518,102.222221,86.666664,300.000000,-57.332867,30.591530,0.350018,754
191.846512,-71.942444,-935.251770,104.444443,97.777779,305.000000,-56.002800,27.791389,0.700035,755
59.952034,95.923256,-899.280518,108.888885,95.555557,302.500000,-60.413021,25.271263,15.820791,756
23.980814,167.865707,-1270.983154,115.555557,97.777779,300.000000,-105.075256,22.611132,38.151909,757
11.990407,-251.798553,-935.251770,111.111115,82.222221,300.000000,-174.168716,-10.360518,-18.690935,758
23.980814,-71.942444,-695.443604,124.444443,97.777779,300.000000,-174.098709,-10.640532,-20.581030,759
95.923256,-35.971222,-779.376465,124.444443,88.888885,297.500000,-131.466568,-14.280714,-14.070704,760
-527.577942,1558.752930,-551.558716,128.888885,100.000000,300.000000,-102.415123,-25.061253,2.100105,761
-119.904068,179.856110,-815.347656,135.555557,88.888885,292.500000,-146.517334,-30.661533,47.812389,762
191.846512,-215.827332,-983.213379,137.777771,95.555557,292.500000,-142.947144,-51.102554,30.311516,763
227.817734,-167.865707,-899.280518,142.222229,91.111115,285.000000,-109.135460,-31.361568,3.710186,764
47.961628,575.539551,-599.520386,151.111115,106.666664,287.500000,-108.295418,-29.191460,-2.940147,765
23.980814,47.961628,-731.414856,148.888885,91.111115,280.000000,-162.128113,-27.511375,30.591530,766
-119.904068,-791.366882,-599.520386,155.555557,104.444443,282.500000,-182.499130,-42.772141,40.532028,767
155.875290,-419.664246,-671.462830,160.000000,91.111115,277.500000,-177.528885,-50.542526,12.180609,768
-23.980814,0.000000,-599.520386,164.444443,108.888885,275.000000,-119.145958,-52.082603,-21.631083,769
-35.971222,47.961628,-695.443604,166.666672,104.444443,272.500000,-83.584183,-44.942249,-8.120406,770
-263.788971,95.923256,-743.405273,164.444443,104.444443,272.500000,-88.204414,-28.071404,-5.040252,771
-251.798553,143.884888,-575.539551,166.666672,100.000000,267.500000,-79.873993,-12.320616,-8.120406,772
-23.980814,23.980814,-959.232544,175.555557,111.111115,275.000000,-41.512077,-5.390270,11.130557,773
