ACC_X,ACC_Y,ACC_Z,MAG_X,MAG_Y,MAG_Z, GYRO_X,GYRO_Y,GYRO_Z,COUNT
11.990407,23.980814,1055.155884,-135.555557,62.222221,-442.500000,-8.190410,1.400070,-0.490025,92
-47.961628,0.000000,983.213379,-133.333328,68.888885,-435.000000,-8.050403,1.260063,-0.560028,93
-23.980814,0.000000,1043.165405,-140.000000,60.000000,-440.000000,-8.330417,0.980049,-0.630032,94
-71.942444,23.980814,1055.155884,-140.000000,71.111115,-437.500000,-7.630382,0.630032,-0.770038,95
-23.980814,23.980814,1055.155884,-137.777771,64.444443,-437.500000,-7.280364,0.350018,-0.840042,96
-47.961628,47.961628,1055.155884,-135.555557,75.555557,-437.500000,-6.580329,0.350018,-0.560028,97
-47.961628,23.980814,1043.165405,-137.777771,57.777779,-442.500000,-6.650332,-0.140007,-0.980049,98
-23.980814,23.980814,1055.155884,-133.333328,73.333336,-437.500000,-5.810291,-0.700035,-0.420021,99
-11.990407,23.980814,1067.146240,-140.000000,62.222221,-442.500000,-3.780189,-0.980049,-0.140007,100
23.980814,-23.980814,1007.194214,-133.333328,73.333336,-435.000000,-4.200210,-1.260063,-0.070004,101
0.000000,-11.990407,1043.165405,-137.777771,64.444443,-440.000000,-4.130207,-1.330067,-0.490025,102
0.000000,47.961628,1031.175049,-135.555557,64.444443,-440.000000,-3.780189,-1.260063,-0.840042,103
0.000000,11.990407,1031.175049,-135.555557,60.000000,-437.500000,-4.130207,-1.610080,-0.280014,104
0.000000,23.980814,1055.155884,-131.111115,73.333336,-440.000000,-4.620231,-0.980049,0.070004,105
-23.980814,23.980814,1079.136597,-137.777771,62.222221,-440.000000,-4.550228,-1.190060,0.560028,106
-47.961628,11.990407,1067.146240,-133.333328,73.333336,-435.000000,-4.900245,-0.980049,-0.630032,107
-47.961628,23.980814,1067.146240,-137.777771,60.000000,-440.000000,-5.320266,-0.490025,-0.140007,108
-47.961628,0.000000,983.213379,-131.111115,71.111115,-435.000000,-4.410221,-1.050053,-1.050053,109
-35.971222,0.000000,1043.165405,-137.777771,60.000000,-442.500000,-4.970249,-0.910046,-0.350018,110
-47.961628,-23.980814,1055.155884,-137.777771,66.666664,-435.000000,-5.180259,-0.560028,-0.910046,111
-47.961628,47.961628,1031.175049,-135.555557,60.000000,-442.500000,-5.600280,-0.630032,-0.140007,112
-23.980814,0.000000,1031.175049,-135.555557,75.555557,-437.500000,-7.000350,-0.350018,-0.700035,113
0.000000,11.990407,1055.155884,-137.777771,53.333332,-442.500000,-8.050403,0.070004,-0.700035,114
0.000000,23.980814,1055.155884,-133.333328,73.333336,-437.500000,-7.700385,0.280014,-0.700035,115
-23.980814,11.990407,1043.165405,-137.777771,62.222221,-442.500000,-6.720336,-0.350018,-0.350018,116
-23.980814,0.000000,1055.155884,-135.555557,66.666664,-440.000000,-5.320266,-0.910046,-0.770038,117
23.980814,0.000000,1055.155884,-137.777771,64.444443,-442.500000,-4.690235,-1.120056,-0.420021,118
-47.961628,0.000000,1031.175049,-140.000000,75.555557,-442.500000,-3.570179,-1.890095,-0.140007,119
-11.990407,11.990407,1043.165405,-137.777771,60.000000,-442.500000,-2.730137,-2.100105,0.280014,120
-23.980814,0.000000,1055.155884,-133.333328,71.111115,-440.000000,-2.520126,-2.030102,0.140007,121
-23.980814,0.000000,1019.184631,-140.000000,60.000000,-445.000000,-3.290164,-1.750087,0.490025,122
-71.942444,0.000000,1055.155884,-133.333328,71.111115,-440.000000,-3.220161,-1.820091,0.420021,123
-35.971222,23.980814,1055.155884,-137.777771,60.000000,-440.000000,-4.060203,-1.470073,-0.140007,124
-23.980814,0.000000,1055.155884,-133.333328,68.888885,-437.500000,-4.340217,-1.540077,-0.350018,125
-59.952034,0.000000,1055.155884,-133.333328,66.666664,-440.000000,-5.390270,-1.120056,-0.420021,126
-71.942444,23.980814,1031.175049,-131.111115,71.111115,-440.000000,-5.880294,-0.560028,-0.420021,127
-35.971222,0.000000,1067.146240,-140.000000,64.444443,-442.500000,-6.090304,-0.070004,-0.700035,128
23.980814,0.000000,1079.136597,-128.888885,71.111115,-437.500000,-5.880294,0.000000,-1.190060,129
-11.990407,0.000000,1031.175049,-133.333328,62.222221,-442.500000,-6.440322,-0.350018,-0.770038,130
-23.980814,0.000000,1031.175049,-131.111115,73.333336,-437.500000,-7.000350,-0.280014,-0.560028,131
-11.990407,-11.990407,1043.165405,-137.777771,60.000000,-442.500000,-7.070354,-0.420021,-0.700035,132
0.000000,23.980814,1055.155884,-133.333328,66.666664,-440.000000,-7.560378,-0.140007,-0.840042,133
-23.980814,11.990407,1055.155884,-131.111115,60.000000,-440.000000,-7.070354,-0.630032,-0.140007,134
-23.980814,23.980814,1031.175049,-133.333328,73.333336,-442.500000,-7.420371,-0.770038,-0.560028,135
-23.980814,11.990407,1031.175049,-135.555557,60.000000,-442.500000,-7.420371,-0.700035,-1.050053,136
-23.980814,23.980814,1055.155884,-131.111115,68.888885,-440.000000,-7.700385,-0.700035,-0.070004,137
-11.990407,47.961628,1055.155884,-135.555557,57.777779,-445.000000,-8.960448,-0.420021,-1.190060,138
-23.980814,-23.980814,1031.175049,-128.888885,75.555557,-437.500000,-9.730487,0.000000,-1.260063,139
-23.980814,23.980814,1079.136597,-133.333328,62.222221,-442.500000,-9.730487,-0.140007,-0.700035,140
-23.980814,11.990407,1055.155884,-133.333328,64.444443,-442.500000,-9.450473,0.140007,-0.770038,141
0.000000,11.990407,1043.165405,-133.333328,60.000000,-442.500000,-9.240462,0.070004,-0.490025,142
-47.961628,-23.980814,1055.155884,-133.333328,73.333336,-440.000000,-9.170459,0.210010,-0.700035,143
-23.980814,23.980814,1043.165405,-137.777771,60.000000,-445.000000,-8.820441,1.470073,-0.070004,144
-95.923256,23.980814,1031.175049,-131.111115,66.666664,-435.000000,-8.610431,1.050053,-0.490025,145
-47.961628,11.990407,1043.165405,-131.111115,60.000000,-442.500000,-8.470424,0.770038,-0.700035,146
23.980814,23.980814,1031.175049,-131.111115,73.333336,-435.000000,-7.910396,0.770038,-0.280014,147
0.000000,23.980814,1031.175049,-133.333328,62.222221,-440.000000,-6.930346,0.910046,-0.490025,148
0.000000,0.000000,1055.155884,-133.333328,75.555557,-437.500000,-6.090304,0.770038,-0.700035,149
-11.990407,11.990407,1055.155884,-135.555557,60.000000,-440.000000,-4.620231,0.140007,-0.840042,150
23.980814,23.980814,1055.155884,-131.111115,68.888885,-442.500000,-3.430171,0.140007,-0.350018,151
-11.990407,23.980814,1043.165405,-137.777771,55.555557,-442.500000,-2.100105,0.000000,-0.560028,152
-71.942444,47.961628,1031.175049,-128.888885,73.333336,-442.500000,-0.770038,-1.120056,-0.560028,153
-11.990407,23.980814,1055.155884,-135.555557,60.000000,-440.000000,-0.350018,-1.120056,-0.140007,154
-71.942444,-23.980814,1055.155884,-133.333328,66.666664,-437.500000,-1.470073,-0.910046,-0.140007,155
-47.961628,0.000000,1043.165405,-135.555557,64.444443,-437.500000,-1.540077,-1.190060,-0.350018,156
-23.980814,0.000000,1055.155884,-135.555557,73.333336,-440.000000,-2.100105,-0.980049,-0.560028,157
-35.971222,23.980814,1055.155884,-140.000000,60.000000,-440.000000,-3.080154,-1.120056,-0.630032,158
0.000000,23.980814,1031.175049,-133.333328,71.111115,-440.000000,-3.990200,-0.350018,-1.260063,159
-35.971222,11.990407,1055.155884,-133.333328,62.222221,-445.000000,-5.040252,0.280014,-0.980049,160
-47.961628,47.961628,1031.175049,-133.333328,62.222221,-445.000000,-7.140357,0.280014,-1.120056,161
-11.990407,11.990407,1079.136597,-135.555557,57.777779,-442.500000,-8.750438,0.910046,-1.890095,162
-47.961628,0.000000,1055.155884,-131.111115,68.888885,-442.500000,-9.450473,1.610080,-0.770038,163
-35.971222,23.980814,1043.165405,-137.777771,57.777779,-445.000000,-10.150508,1.890095,-0.630032,164
-23.980814,23.980814,1103.117432,-131.111115,73.333336,-440.000000,-10.360518,2.310116,-0.280014,165
-23.980814,23.980814,1067.146240,-133.333328,62.222221,-442.500000,-9.940497,1.890095,-0.420021,166
-47.961628,23.980814,1055.155884,-133.333328,68.888885,-440.000000,-9.660483,1.470073,0.280014,167
-23.980814,11.990407,1055.155884,-133.333328,62.222221,-445.000000,-8.680434,1.470073,-0.490025,168
-23.980814,23.980814,1031.175049,-131.111115,73.333336,-440.000000,-8.260413,1.190060,-0.210010,169
-23.980814,47.961628,1043.165405,-135.555557,62.222221,-445.000000,-7.630382,-0.070004,-0.350018,170
-23.980814,23.980814,1127.098267,-131.111115,64.444443,-442.500000,-6.510325,-0.630032,-0.420021,171
-47.961628,47.961628,1079.136597,-135.555557,62.222221,-442.500000,-5.250263,-0.840042,-0.070004,172
-23.980814,23.980814,1055.155884,-131.111115,68.888885,-440.000000,-3.780189,-0.840042,0.280014,173
-23.980814,-71.942444,1007.194214,-133.333328,55.555557,-445.000000,-3.640182,-1.470073,-0.560028,174
-35.971222,11.990407,1055.155884,-131.111115,68.888885,-437.500000,-3.710186,-1.610080,0.000000,175
-11.990407,0.000000,1031.175049,-131.111115,57.777779,-442.500000,-4.620231,-1.050053,0.140007,176
-47.961628,47.961628,1007.194214,-133.333328,73.333336,-437.500000,-5.950297,-0.280014,-0.770038,177
-35.971222,0.000000,1055.155884,-131.111115,66.666664,-442.500000,-6.300315,-0.630032,-0.840042,178
-71.942444,23.980814,1031.175049,-126.666664,71.111115,-437.500000,-6.930346,0.280014,-0.630032,179
-35.971222,11.990407,1055.155884,-133.333328,55.555557,-442.500000,-8.960448,0.420021,-0.630032,180
-23.980814,0.000000,1055.155884,-131.111115,71.111115,-442.500000,-9.100455,0.840042,-0.280014,181
-11.990407,11.990407,1055.155884,-133.333328,55.555557,-440.000000,-8.120406,0.490025,-0.770038,182
23.980814,0.000000,1007.194214,-131.111115,68.888885,-435.000000,-7.770389,-0.140007,-0.840042,183
-11.990407,11.990407,1031.175049,-133.333328,55.555557,-445.000000,-7.560378,-0.350018,-0.210010,184
-23.980814,23.980814,1031.175049,-131.111115,66.666664,-437.500000,-7.000350,-0.560028,0.000000,185
0.000000,0.000000,1055.155884,-133.333328,64.444443,-442.500000,-6.580329,-1.050053,-0.070004,186
0.000000,47.961628,1031.175049,-128.888885,75.555557,-442.500000,-5.810291,-0.560028,0.140007,187
11.990407,47.961628,1043.165405,-133.333328,60.000000,-445.000000,-6.440322,-1.330067,0.140007,188
0.000000,0.000000,1055.155884,-131.111115,73.333336,-442.500000,-6.160308,-1.120056,0.280014,189
-23.980814,0.000000,1055.155884,-133.333328,60.000000,-440.000000,-5.320266,-0.910046,0.280014,190
-47.961628,23.980814,1031.175049,-131.111115,68.888885,-440.000000,-4.270214,-1.050053,0.280014,191
-35.971222,11.990407,1031.175049,-133.333328,55.555557,-442.500000,-5.250263,-0.560028,0.070004,192
23.980814,23.980814,1007.194214,-131.111115,66.666664,-442.500000,-6.230311,-0.070004,-0.980049,193
-11.990407,11.990407,1031.175049,-133.333328,57.777779,-442.500000,-7.420371,-0.280014,-0.490025,194
-71.942444,0.000000,1031.175049,-131.111115,73.333336,-440.000000,-7.770389,0.000000,-0.770038,195
-71.942444,0.000000,1043.165405,-135.555557,60.000000,-442.500000,-8.820441,0.910046,-0.700035,196
-95.923256,23.980814,1031.175049,-131.111115,68.888885,-442.500000,-9.380469,0.910046,-0.980049,197
-71.942444,23.980814,1043.165405,-128.888885,55.555557,-442.500000,-9.660483,0.980049,-1.260063,198
-71.942444,0.000000,1055.155884,-133.333328,71.111115,-440.000000,-9.730487,1.120056,-0.840042,199
-35.971222,0.000000,1043.165405,-131.111115,62.222221,-440.000000,-9.730487,1.190060,0.350018,200
-47.961628,23.980814,1031.175049,-131.111115,64.444443,-442.500000,-9.800490,1.540077,0.280014,201
-23.980814,0.000000,1043.165405,-135.555557,60.000000,-442.500000,-9.870494,1.330067,-0.420021,202
-71.942444,0.000000,1055.155884,-128.888885,68.888885,-440.000000,-10.080504,1.120056,-0.350018,203
-47.961628,0.000000,1043.165405,-135.555557,55.555557,-442.500000,-9.730487,1.540077,-0.210010,204
-71.942444,71.942444,983.213379,-131.111115,71.111115,-437.500000,-10.150508,1.680084,0.070004,205
-35.971222,35.971222,1043.165405,-131.111115,55.555557,-445.000000,-9.520476,1.470073,0.350018,206
-47.961628,23.980814,1055.155884,-131.111115,71.111115,-442.500000,-9.450473,1.470073,-0.210010,207
-11.990407,23.980814,1055.155884,-131.111115,68.888885,-445.000000,-8.400420,-0.070004,-0.280014,208
-35.971222,71.942444,1055.155884,-131.111115,75.555557,-445.000000,-8.400420,-1.050053,-0.840042,209
-11.990407,11.990407,1043.165405,-133.333328,55.555557,-442.500000,-7.490375,-0.630032,-0.350018,210
-23.980814,23.980814,1031.175049,-131.111115,66.666664,-437.500000,-5.600280,-0.630032,-0.420021,211
-35.971222,-11.990407,1043.165405,-135.555557,60.000000,-445.000000,-6.860343,-0.210010,-0.980049,212
-23.980814,23.980814,1079.136597,-126.666664,73.333336,-442.500000,-6.720336,-0.280014,-0.140007,213
-11.990407,11.990407,1055.155884,-131.111115,60.000000,-440.000000,-6.230311,-0.700035,-0.350018,214
-23.980814,0.000000,1079.136597,-128.888885,66.666664,-437.500000,-5.810291,-0.910046,-0.420021,215
-35.971222,23.980814,1067.146240,-131.111115,64.444443,-442.500000,-5.110256,-0.700035,0.140007,216
0.000000,23.980814,1055.155884,-128.888885,71.111115,-437.500000,-7.840392,0.700035,-0.210010,217
-11.990407,47.961628,1043.165405,-133.333328,57.777779,-442.500000,-6.930346,0.490025,0.000000,218
-23.980814,23.980814,1031.175049,-128.888885,71.111115,-437.500000,-8.610431,1.960098,1.050053,219
-35.971222,0.000000,1055.155884,-133.333328,57.777779,-440.000000,-10.080504,2.100105,1.400070,220
-47.961628,47.961628,1007.194214,-128.888885,64.444443,-440.000000,-11.060554,2.730137,1.400070,221
-47.961628,11.990407,1019.184631,-133.333328,60.000000,-442.500000,-12.040602,2.660133,0.700035,222
-47.961628,0.000000,1031.175049,-135.555557,66.666664,-440.000000,-12.390619,2.310116,0.560028,223
-23.980814,23.980814,1067.146240,-135.555557,62.222221,-442.500000,-12.880644,1.960098,1.120056,224
0.000000,-23.980814,1031.175049,-128.888885,71.111115,-440.000000,-13.090654,0.560028,-0.070004,225
11.990407,59.952034,1055.155884,-133.333328,62.222221,-440.000000,-11.340568,0.700035,1.120056,226
-47.961628,0.000000,1055.155884,-131.111115,71.111115,-440.000000,-10.080504,1.470073,2.100105,227
-59.952034,23.980814,1043.165405,-133.333328,60.000000,-442.500000,-9.590480,0.350018,3.430171,228
-23.980814,0.000000,1055.155884,-131.111115,73.333336,-440.000000,-9.800490,-0.280014,4.550228,229
0.000000,-11.990407,1043.165405,-131.111115,68.888885,-442.500000,-8.190410,-1.470073,5.460273,230
0.000000,0.000000,1031.175049,-135.555557,64.444443,-445.000000,-4.690235,-2.380119,7.070354,231
-35.971222,11.990407,1043.165405,-131.111115,60.000000,-442.500000,-3.290164,-4.620231,7.840392,232
-47.961628,-23.980814,983.213379,-131.111115,73.333336,-437.500000,-3.150157,-4.340217,8.190410,233
-23.980814,23.980814,1031.175049,-133.333328,57.777779,-445.000000,-5.320266,-4.690235,4.200210,234
0.000000,0.000000,1055.155884,-128.888885,71.111115,-442.500000,-3.360168,-4.620231,2.590130,235
-35.971222,0.000000,1055.155884,-131.111115,62.222221,-442.500000,-3.850193,-4.130207,0.350018,236
-71.942444,47.961628,1055.155884,-128.888885,73.333336,-442.500000,-6.020301,-3.290164,-0.420021,237
-59.952034,23.980814,1055.155884,-131.111115,64.444443,-442.500000,-7.840392,-2.870144,-0.910046,238
-71.942444,0.000000,1031.175049,-131.111115,75.555557,-440.000000,-9.240462,-3.220161,-1.540077,239
-35.971222,35.971222,1055.155884,-135.555557,55.555557,-445.000000,-9.030452,-4.550228,-1.680084,240
-47.961628,71.942444,1055.155884,-128.888885,68.888885,-435.000000,-10.290515,-4.200210,-2.240112,241
-47.961628,71.942444,1079.136597,-133.333328,60.000000,-445.000000,-14.070704,1.050053,-3.150157,242
-35.971222,23.980814,1043.165405,-135.555557,68.888885,-437.500000,-10.570529,-0.840042,-2.100105,243
-23.980814,0.000000,1031.175049,-135.555557,55.555557,-442.500000,-11.060554,0.840042,-3.290164,244
0.000000,47.961628,1079.136597,-131.111115,62.222221,-445.000000,-11.060554,1.680084,-1.820091,245
-47.961628,23.980814,1031.175049,-133.333328,64.444443,-442.500000,-9.380469,1.820091,-1.120056,246
0.000000,23.980814,1007.194214,-131.111115,73.333336,-440.000000,-9.100455,1.680084,-0.630032,247
-23.980814,35.971222,1019.184631,-133.333328,57.777779,-440.000000,-6.440322,0.770038,-0.770038,248
-311.750580,-119.904068,815.347656,-128.888885,71.111115,-440.000000,-1.750087,0.560028,0.840042,249
-119.904068,-11.990407,983.213379,-131.111115,60.000000,-442.500000,5.670284,-0.490025,2.380119,250
-23.980814,23.980814,1079.136597,-133.333328,68.888885,-440.000000,-0.140007,-0.280014,0.630032,251
-35.971222,47.961628,1055.155884,-133.333328,55.555557,-442.500000,2.450123,-1.540077,1.610080,252
-47.961628,23.980814,1055.155884,-128.888885,66.666664,-437.500000,-1.190060,-1.890095,0.490025,253
-35.971222,0.000000,1079.136597,-131.111115,62.222221,-440.000000,-1.400070,-3.220161,1.050053,254
-23.980814,23.980814,1055.155884,-128.888885,66.666664,-440.000000,-3.430171,-4.130207,0.280014,255
-71.942444,0.000000,1091.127075,-133.333328,60.000000,-442.500000,0.140007,-4.270214,2.520126,256
-95.923256,23.980814,1031.175049,-131.111115,73.333336,-442.500000,-0.350018,-5.040252,1.610080,257
-35.971222,11.990407,1079.136597,-135.555557,57.777779,-442.500000,-6.370318,-4.970249,0.560028,258
