ACC_X,ACC_Y,ACC_Z,MAG_X,MAG_Y,MAG_Z, GYRO_Y,GYRO_X,GYRO_Z,COUNT
0.000000,0.000000,887.290100,222.222229,-353.333344,-415.000000,-6.580329,-1.540077,-1.540077,60
-47.961628,23.980814,875.299744,226.666672,-351.111115,-415.000000,-5.390270,-0.420021,-2.870144,61
-23.980814,23.980814,887.290100,222.222229,-362.222229,-410.000000,-4.760238,0.630032,-2.870144,62
-35.971222,11.990407,863.309326,222.222229,-353.333344,-417.500000,-3.710186,0.840042,-2.800140,63
-47.961628,0.000000,863.309326,224.444443,-355.555542,-410.000000,-1.820091,2.380119,-3.360168,64
-23.980814,0.000000,899.280518,224.444443,-353.333344,-417.500000,-0.420021,2.450123,-4.690235,65
-47.961628,0.000000,911.270935,224.444443,-353.333344,-415.000000,0.000000,2.870144,-5.180259,66
-47.961628,-11.990407,935.251770,220.000000,-351.111115,-415.000000,0.490025,2.450123,-5.180259,67
-71.942444,47.961628,935.251770,224.444443,-360.000000,-407.500000,1.190060,2.520126,-3.850193,68
-47.961628,11.990407,911.270935,224.444443,-351.111115,-415.000000,1.400070,2.170109,-2.240112,69
-23.980814,47.961628,863.309326,224.444443,-355.555542,-410.000000,0.280014,1.680084,-1.050053,70
-23.980814,59.952034,887.290100,226.666672,-351.111115,-417.500000,-0.490025,0.840042,-2.310116,71
-263.788971,215.827332,911.270935,222.222229,-353.333344,-410.000000,5.530277,1.470073,-3.640182,72
-35.971222,-59.952034,911.270935,228.888885,-348.888885,-412.500000,-2.730137,-0.350018,0.000000,73
-143.884888,71.942444,887.290100,224.444443,-353.333344,-410.000000,-3.360168,0.770038,3.430171,74
-167.865707,107.913666,887.290100,222.222229,-348.888885,-412.500000,-0.350018,1.750087,3.290164,75
-23.980814,23.980814,863.309326,222.222229,-360.000000,-410.000000,-0.350018,1.960098,5.460273,76
-59.952034,23.980814,887.290100,224.444443,-357.777771,-412.500000,5.670284,4.130207,7.350368,77
-95.923256,0.000000,863.309326,222.222229,-357.777771,-410.000000,2.870144,3.360168,5.880294,78
11.990407,-11.990407,923.261353,226.666672,-351.111115,-415.000000,3.500175,3.920196,5.600280,79
-71.942444,0.000000,959.232544,222.222229,-353.333344,-412.500000,3.360168,2.940147,2.380119,80
23.980814,-71.942444,923.261353,224.444443,-346.666656,-412.500000,7.770389,6.300315,6.230311,81
-23.980814,-23.980814,911.270935,226.666672,-353.333344,-412.500000,-3.780189,2.660133,0.490025,82
-59.952034,-11.990407,899.280518,224.444443,-353.333344,-417.500000,-4.760238,-0.980049,-0.210010,83
-191.846512,-71.942444,935.251770,226.666672,-351.111115,-417.500000,0.770038,1.470073,1.750087,84
-71.942444,-11.990407,899.280518,231.111115,-351.111115,-417.500000,0.280014,0.840042,2.450123,85
0.000000,23.980814,887.290100,220.000000,-357.777771,-407.500000,-7.210361,-3.220161,1.470073,86
-11.990407,23.980814,899.280518,224.444443,-353.333344,-412.500000,-8.330417,-4.130207,2.380119,87
-95.923256,0.000000,935.251770,222.222229,-357.777771,-415.000000,-8.400420,-3.990200,2.310116,88
-59.952034,11.990407,887.290100,222.222229,-348.888885,-412.500000,-7.700385,-3.640182,2.730137,89
-71.942444,23.980814,839.328491,222.222229,-357.777771,-407.500000,-4.900245,-2.170109,2.380119,90
-47.961628,23.980814,863.309326,224.444443,-353.333344,-415.000000,-3.640182,-1.190060,2.800140,91
-95.923256,23.980814,959.232544,222.222229,-351.111115,-412.500000,-2.310116,0.420021,4.060203,92
-83.932854,11.990407,911.270935,224.444443,-346.666656,-417.500000,-2.730137,0.840042,6.370318,93
-599.520386,647.481995,887.290100,222.222229,-355.555542,-407.500000,-1.120056,-2.800140,10.290515,94
-167.865707,95.923256,923.261353,224.444443,-348.888885,-417.500000,-0.140007,-2.100105,21.631083,95
-191.846512,95.923256,863.309326,215.555557,-357.777771,-415.000000,-3.220161,-4.550228,29.751488,96
-119.904068,-11.990407,887.290100,224.444443,-353.333344,-412.500000,-4.970249,-7.490375,25.201260,97
-263.788971,-167.865707,935.251770,220.000000,-360.000000,-410.000000,-3.430171,-8.610431,21.491076,98
-239.808136,-155.875290,767.386047,222.222229,-351.111115,-415.000000,-5.880294,-15.960798,10.150508,99
-95.923256,-143.884888,935.251770,217.777771,-360.000000,-417.500000,-12.670633,-23.171160,-2.730137,100
-23.980814,-71.942444,911.270935,220.000000,-353.333344,-412.500000,-15.190760,-32.131607,-11.410571,101
23.980814,-23.980814,887.290100,213.333328,-360.000000,-415.000000,-18.550928,-34.511726,-11.550578,102
0.000000,47.961628,875.299744,220.000000,-357.777771,-415.000000,-25.691284,-37.521877,-6.160308,103
-71.942444,47.961628,911.270935,215.555557,-364.444458,-410.000000,-28.211411,-30.731537,5.810291,104
0.000000,23.980814,971.222961,217.777771,-362.222229,-412.500000,-34.651733,-38.781940,19.950998,105
-47.961628,71.942444,887.290100,213.333328,-368.888885,-410.000000,-42.142109,-46.972347,33.881695,106
-11.990407,47.961628,887.290100,213.333328,-366.666656,-412.500000,-36.961849,-49.632481,48.862442,107
-23.980814,23.980814,1031.175049,211.111115,-371.111115,-407.500000,-33.041653,-49.002449,53.272663,108
-59.952034,119.904068,995.203796,208.888885,-373.333344,-407.500000,-33.811691,-59.993000,59.642982,109
95.923256,215.827332,983.213379,202.222229,-384.444458,-410.000000,-34.721737,-75.743790,68.813438,110
119.904068,251.798553,1019.184631,202.222229,-380.000000,-410.000000,-35.281765,-82.184113,67.833389,111
-47.961628,143.884888,1031.175049,200.000000,-384.444458,-407.500000,-40.462025,-56.632832,53.062653,112
-23.980814,143.884888,1091.127075,197.777771,-377.777771,-412.500000,-47.952396,-36.121807,37.311867,113
191.846512,215.827332,1247.002319,191.111115,-388.888885,-405.000000,-60.693035,-32.061604,24.151207,114
143.884888,59.952034,1342.925659,195.555557,-384.444458,-410.000000,-104.165207,-43.682186,-13.510675,115
0.000000,-47.961628,1318.944824,191.111115,-391.111115,-405.000000,-148.197418,-54.882744,-46.342319,116
83.932854,-71.942444,1378.896851,184.444443,-391.111115,-410.000000,-190.059509,-59.922997,-81.974098,117
191.846512,-143.884888,1606.714600,182.222229,-391.111115,-412.500000,-222.051102,-59.852993,-117.115860,118
203.836914,-179.856110,1678.656982,173.333328,-384.444458,-417.500000,-216.450821,-57.472874,-127.616379,119
191.846512,-167.865707,1726.618652,171.111115,-395.555542,-412.500000,-209.310471,-34.651733,-130.696533,120
131.894485,-191.846512,1558.752930,168.888885,-386.666656,-422.500000,-192.089600,-7.210361,-133.356674,121
-167.865707,-311.750580,1462.829712,157.777771,-388.888885,-420.000000,-177.948898,21.141058,-141.197067,122
-251.798553,-287.769775,1330.935181,164.444443,-375.555542,-425.000000,-159.677979,10.080504,-150.157516,123
-431.654663,-407.673828,1342.925659,162.222229,-386.666656,-422.500000,-137.486877,19.460974,-166.118301,124
-635.491577,-443.645050,1258.992798,157.777771,-380.000000,-427.500000,-114.175713,39.551979,-177.528885,125
-1798.561035,-383.693024,695.443604,162.222229,-377.777771,-430.000000,-68.393417,79.523979,-159.187958,126
-1750.599487,-443.645050,659.472412,164.444443,-362.222229,-437.500000,43.822193,198.529922,-87.294365,127
-167.865707,-383.693024,1438.848877,171.111115,-360.000000,-437.500000,130.976547,235.211761,-73.293663,128
-179.856110,-563.549133,1714.628174,182.222229,-346.666656,-437.500000,158.277908,177.248871,-93.104660,129
-167.865707,-383.693024,2062.350098,186.666672,-346.666656,-440.000000,157.367874,178.298920,-119.285965,130
-47.961628,-263.788971,2062.350098,195.555557,-333.333344,-450.000000,152.257614,206.090302,-116.135811,131
263.788971,-239.808136,2110.311768,197.777771,-335.555542,-445.000000,152.957657,216.800842,-105.985298,132
455.635468,-191.846512,2158.273193,206.666672,-320.000000,-450.000000,159.817993,215.890793,-78.963951,133
575.539551,-215.827332,2158.273193,211.111115,-311.111115,-450.000000,163.038147,195.729782,-51.732586,134
467.625885,-203.836914,2158.273193,217.777771,-311.111115,-445.000000,154.497726,178.998947,-45.012253,135
215.827332,-239.808136,2206.234863,231.111115,-300.000000,-447.500000,142.667130,177.948898,-58.102905,136
83.932854,-287.769775,2194.244629,235.555557,-288.888885,-455.000000,137.066849,178.578934,-76.653831,137
-239.808136,-455.635468,2446.042969,235.555557,-288.888885,-450.000000,134.966751,182.359116,-98.564926,138
-347.721802,-539.568298,2649.879883,246.666672,-280.000000,-450.000000,133.356674,185.999298,-122.296120,139
-287.769775,-575.539551,3021.582520,251.111115,-275.555542,-455.000000,133.356674,194.259720,-151.277573,140
-179.856110,-527.577942,3213.429199,262.222229,-255.555557,-457.500000,143.437180,213.300674,-166.538330,141
23.980814,-479.616272,3525.179688,264.444458,-255.555557,-452.500000,160.518021,244.872253,-167.098358,142
59.952034,-455.635468,3693.045410,275.555542,-242.222229,-460.000000,177.038849,287.504364,-159.607986,143
143.884888,-503.597107,3980.815186,286.666656,-220.000000,-457.500000,182.079102,311.095551,-155.897797,144
179.856110,-539.568298,4184.651855,300.000000,-202.222229,-457.500000,182.499130,353.727692,-149.947495,145
575.539551,-335.731415,4412.469727,304.444458,-193.333328,-455.000000,173.328674,390.479523,-142.317123,146
659.472412,-263.788971,4388.489258,315.555542,-171.111115,-460.000000,162.968155,427.931396,-124.186211,147
791.366882,-95.923256,4292.565918,313.333344,-160.000000,-450.000000,156.737839,464.683228,-95.414772,148
791.366882,155.875290,4172.661621,322.222229,-137.777771,-457.500000,145.817291,484.284210,-72.523628,149
791.366882,623.501160,3741.007080,331.111115,-126.666664,-445.000000,124.326218,492.894653,-51.382568,150
827.338074,839.328491,3513.189209,333.333344,-106.666664,-450.000000,105.285263,502.555145,-28.771439,151
671.462830,1151.079102,3141.486572,342.222229,-86.666664,-445.000000,93.034653,512.285645,-13.650682,152
359.712219,1211.031128,2973.621094,348.888885,-55.555557,-445.000000,75.953796,512.285645,-10.780540,153
-239.808136,1318.944824,2661.870361,346.666656,-44.444443,-432.500000,46.202312,513.685669,-13.930696,154
-491.606689,1354.916016,2529.975830,351.111115,-20.000000,-437.500000,7.770389,518.095886,-14.420721,155
-959.232544,1414.868042,2254.196533,348.888885,-6.666667,-430.000000,-9.240462,520.966064,-9.450473,156
-1127.098267,1438.848877,2194.244629,353.333344,15.555555,-432.500000,-37.801891,530.556519,-3.360168,157
-1151.079102,1750.599487,1990.407593,346.666656,24.444445,-417.500000,-51.522575,548.477417,12.880644,158
-887.290100,2062.350098,1810.551514,348.888885,44.444443,-420.000000,-42.632133,579.768982,31.641582,159
-599.520386,2470.023926,1534.772095,348.888885,62.222221,-412.500000,4.270214,632.551636,53.342667,160
-539.568298,2625.899170,1187.050293,360.000000,100.000000,-382.500000,84.284218,693.384705,70.983551,161
-407.673828,2925.659424,647.481995,362.222229,111.111115,-362.500000,163.388168,734.266724,75.603783,162
-299.760193,3057.553711,443.645050,375.555542,137.777771,-352.500000,221.771088,748.267395,65.453270,163
335.731415,2901.678467,311.750580,380.000000,146.666672,-317.500000,255.232758,740.637024,46.902344,164
311.750580,3309.352295,-59.952034,391.111115,171.111115,-300.000000,266.293304,700.525024,13.650682,165
623.501160,3453.237305,-743.405273,391.111115,175.555557,-270.000000,271.403564,671.473572,-1.610080,166
755.395630,3465.227783,-923.261353,400.000000,191.111115,-252.500000,272.663635,632.411621,-14.070704,167
983.213379,3381.294922,-1414.868042,402.222229,206.666672,-230.000000,259.362976,586.699341,-26.111305,168
1007.194214,3297.362061,-1558.752930,404.444458,211.111115,-205.000000,245.222260,560.798035,-31.641582,169
959.232544,2925.659424,-1726.618652,406.666656,226.666672,-165.000000,203.150162,502.275116,-40.672035,170
935.251770,2757.793701,-1810.551514,411.111115,235.555557,-155.000000,149.247467,445.572296,-47.112354,171
887.290100,2398.081543,-1798.561035,406.666656,235.555557,-132.500000,93.384666,386.489319,-49.842491,172
815.347656,2206.234863,-1834.532349,408.888885,244.444443,-130.000000,46.062305,316.555817,-52.292614,173
647.481995,1798.561035,-1846.522705,400.000000,240.000000,-117.500000,12.040602,252.362625,-48.302414,174
623.501160,1642.685791,-1798.561035,404.444458,248.888885,-115.000000,-1.820091,198.599930,-33.391670,175
527.577942,1318.944824,-1702.637817,402.222229,248.888885,-100.000000,6.230311,156.947845,-7.910396,176
503.597107,1127.098267,-1630.695313,400.000000,248.888885,-102.500000,26.181309,124.676231,25.551277,177
527.577942,839.328491,-1510.791260,404.444458,244.444443,-92.500000,48.792439,98.214912,61.253063,178
659.472412,671.462830,-1402.877686,406.666656,251.111115,-92.500000,62.723137,64.473221,97.584877,179
791.366882,599.520386,-1342.925659,408.888885,240.000000,-80.000000,63.003151,16.730837,127.406372,180
863.309326,563.549133,-1294.963989,417.777771,244.444443,-82.500000,57.472874,-1.400070,143.647186,181
887.290100,335.731415,-1199.040771,420.000000,228.888885,-80.000000,41.022053,-36.891846,179.838989,182
803.357300,239.808136,-1139.088623,428.888885,224.444443,-87.500000,23.241163,-75.533775,212.670639,183
743.405273,95.923256,-1031.175049,431.111115,213.333328,-85.000000,0.840042,-113.615685,239.271973,184
707.434021,11.990407,-983.213379,437.777771,211.111115,-95.000000,-25.551277,-156.037796,263.213165,185
575.539551,-107.913666,-971.222961,444.444458,200.000000,-97.500000,-59.572979,-207.700394,285.824280,186
383.693024,-215.827332,-983.213379,464.444458,182.222229,-120.000000,-94.574730,-264.683228,307.735382,187
275.779358,-179.856110,-995.203796,464.444458,157.777771,-127.500000,-122.786140,-315.505768,327.266357,188
23.980814,-239.808136,-719.424438,473.333344,151.111115,-142.500000,-144.627228,-357.647888,344.837250,189
-251.798553,-287.769775,-479.616272,480.000000,135.555557,-155.000000,-162.828140,-390.269531,356.247803,190
-983.213379,-695.443604,143.884888,488.888885,117.777779,-175.000000,-190.969543,-421.701080,361.918091,191
-1330.935181,-1019.184631,515.587524,488.888885,93.333336,-187.500000,-239.481979,-469.023468,356.387817,192
-2110.311768,-1966.426758,1438.848877,497.777771,77.777779,-205.000000,-271.333557,-499.194977,329.156464,193
-2242.206055,-2338.129395,2026.378784,491.111115,62.222221,-227.500000,-357.227875,-563.668213,304.165222,194
-2086.330811,-2949.640137,3021.582520,488.888885,31.111111,-280.000000,-459.012970,-628.351440,243.892197,195
-2002.397949,-2985.611328,3093.525146,480.000000,4.444445,-300.000000,-516.765869,-665.173279,187.749390,196
-1582.733765,-2709.832031,3285.371582,477.777771,-8.888889,-325.000000,-508.435425,-660.553040,158.487930,197
-1414.868042,-2446.042969,3129.496338,457.777771,-33.333332,-347.500000,-455.092773,-618.760925,162.968155,198
-983.213379,-1630.695313,2637.889648,451.111115,-53.333332,-367.500000,-392.509644,-575.078735,194.959747,199
-863.309326,-1318.944824,2398.081543,437.777771,-73.333336,-377.500000,-337.626892,-520.056030,229.611481,200
-527.577942,-815.347656,2062.350098,437.777771,-88.888885,-392.500000,-305.145264,-475.533783,258.662933,201
-323.740997,-659.472412,2014.388428,428.888885,-115.555557,-402.500000,-294.014709,-444.802246,270.843536,202
-95.923256,-335.731415,2038.369263,417.777771,-137.777771,-410.000000,-295.484772,-433.251678,265.383270,203
-119.904068,-179.856110,2110.311768,402.222229,-180.000000,-427.500000,-302.205109,-439.551971,259.923004,204
-191.846512,-263.788971,2805.755371,384.444458,-195.555557,-440.000000,-324.886261,-456.282806,272.173615,205
-179.856110,-611.510742,3273.381104,373.333344,-222.222229,-437.500000,-344.487213,-464.613251,281.764099,206
191.846512,-1007.194214,4076.738525,360.000000,-240.000000,-450.000000,-397.409882,-474.763733,290.724548,207
287.769775,-1031.175049,4136.690430,337.777771,-264.444458,-455.000000,-451.872589,-479.383972,286.944336,208
623.501160,-1007.194214,4436.450684,322.222229,-280.000000,-465.000000,-481.904114,-463.563171,291.354584,209
611.510742,-1019.184631,4520.383301,297.777771,-306.666656,-465.000000,-480.014008,-419.811005,319.355957,210
431.654663,-1031.175049,4556.354492,275.555542,-326.666656,-472.500000,-463.633179,-369.968506,366.258331,211
251.798553,-1031.175049,4472.421875,226.666672,-362.222229,-475.000000,-446.342316,-318.095917,414.560730,212
-191.846512,-1103.117432,4100.719238,204.444443,-373.333344,-480.000000,-434.091705,-271.543579,454.742737,213
-395.683441,-1151.079102,3944.843994,175.555557,-391.111115,-477.500000,-419.740997,-227.091354,476.023804,214
-743.405273,-935.251770,3405.275635,151.111115,-400.000000,-482.500000,-409.380463,-184.739243,478.893951,215
-863.309326,-659.472412,3093.525146,120.000000,-411.111115,-480.000000,-404.620239,-139.446976,470.073517,216
-1223.021484,-431.654663,2398.081543,95.555557,-408.888885,-485.000000,-404.620239,-106.965347,459.642975,217
-1390.887207,-467.625885,2170.263672,68.888885,-420.000000,-480.000000,-407.280365,-98.144905,451.662598,218
